transaction_id,customer_name,customer_email,customer_location,merchant,transaction_amount,transaction_purpose,card_type,fraud_score,is_fraudulent
1cb4a367-f73c-4999-b6ff-e5f1ca460638,Michael Stanley,jonathangregory@yahoo.com,West Kevin,Target,885.12,Food Delivery,American Express,45.91,1
7c6761ef-679b-4727-95cc-f449dec00fd0,Debra Wilcox,russosteve@sawyer.com,Coreytown,Adidas Outlet,2062.75,Clothing Purchase,MasterCard,1.14,1
5a2337aa-c82d-4241-9e0e-6a26c9da1ba4,Hannah Cook,deborah84@hotmail.com,New Tammy,Spotify,4704.03,Online Purchase,Discover,1.21,0
b291902e-9a85-4d26-8365-528854fc9587,Douglas Vasquez,patriciarivera@carson.org,North Coreyport,Target,559.59,Hotel Booking,American Express,44.54,0
92d619fb-54cb-43aa-bf85-ccd8dcd5da9b,Christopher Cochran,malik51@hotmail.com,Katiefort,Uber Eats,404.61,Car Rental,American Express,91.87,0
677d562c-a83d-48f8-99e9-a377ccb19fde,Laura Craig,zbell@hotmail.com,Jacobsside,Adidas Outlet,1464.24,Clothing Purchase,Discover,94.06,0
4795a776-fe55-4516-ac2d-0857f0a487cd,Christopher Sherman,riggsmichael@bryan.com,Ricefort,Google Play Store,1180.52,Gas Station,American Express,78.24,0
9633b44d-8c6c-436b-b45a-d0c4b2a306d4,Matthew Ortiz,dixonapril@arnold.com,New George,McDonald's,2174.29,Gym Membership,MasterCard,59.05,0
760133ea-a3c3-4dda-b6cb-a787a5f7dafe,Joshua Cummings,danielle85@gmail.com,Susanberg,Spotify,2448.07,Flight Ticket,MasterCard,19.37,0
2eefa8f5-8d74-42c9-bd12-e663a83c9c14,Janet Rodriguez,kelly04@gmail.com,Williamfurt,Adidas Outlet,4189.24,Bill Payment,American Express,93.42,1
df5dc80f-9292-479a-a5bf-c0c60fa2e9bf,Vincent Stephenson,cassandra24@white.biz,Fisherside,Best Buy,4956.54,Gym Membership,Visa,19.23,0
4151ba00-9234-4966-934f-6543a13cf31b,Julie Peters,smithcynthia@yahoo.com,Osborneton,Nike Store,1270.42,Grocery Shopping,MasterCard,2.57,0
7e27ca8f-87f3-49b9-ade9-562984e52507,Randy Fowler,eedwards@hotmail.com,Hollychester,PayPal Transfer,3218.4,Food Delivery,MasterCard,86.69,0
32184b16-d667-4864-ae4c-9dac90885590,Whitney Boyd,yevans@hotmail.com,South Teresaland,Uber Eats,568.87,Flight Ticket,MasterCard,90.25,1
882c8fea-c8cc-4ca7-8d11-f850bfd814ef,April Wang,emoore@jennings.com,North Patrickport,Target,4909.87,Streaming Subscription,Discover,72.13,0
ac68328f-b812-4f63-a9b8-d73b0758ee4d,Steven Cannon,christian42@mitchell.biz,West Michellemouth,Starbucks,4967.91,Hotel Booking,American Express,8.96,0
4c697706-c5be-45cb-939c-9ff4a39e52c5,James Walker,shawnrodriguez@hotmail.com,Hicksborough,Walmart,2812.81,Bill Payment,Visa,80.63,0
434ff670-c4a5-41c2-8135-591e06b271ea,Shannon Brown,hrodriguez@shaw.com,Ashleyburgh,Adidas Outlet,999.4,Streaming Subscription,American Express,21.86,0
a8b6bb9d-f95b-46f7-b506-c00fd58971b3,Ryan Anderson,cody63@yahoo.com,Austinbury,Walmart,3883.07,Gas Station,American Express,58.33,0
887c47a8-a2a1-4eda-84a4-66d772a14521,Craig Ritter,rachelmays@hancock-stanley.com,Port John,Uber Eats,51.75,Food Delivery,Visa,35.01,0
5f175f11-1cb9-414f-af28-2fd4b64d5480,Bonnie Martin,suzannehill@yahoo.com,Austinton,Walmart,1755.41,Online Purchase,MasterCard,36.68,0
86d351eb-b0a2-450e-b3b8-ab4e53b6ec50,Jose Love,webermeagan@yahoo.com,Longland,Adidas Outlet,3456.12,Hotel Booking,MasterCard,88.6,0
46e44b67-03e3-4aae-8b65-d422e24ca28f,Jessica Clark,alan42@ryan.com,Brendamouth,Target,3556.17,Flight Ticket,Discover,81.63,0
339378a7-a4fb-484d-889b-db7c08d17ba7,Jason Fuller,joshua21@kennedy.com,Edwardsberg,Uber Eats,4678.23,Clothing Purchase,American Express,99.21,0
20f1c49b-9cc7-491e-a37c-ab59bd0d4323,Dustin Perez,patelmaria@ortega-rodriguez.com,New Luisstad,Walmart,82.89,Grocery Shopping,MasterCard,28.06,0
3a82f17d-f403-4b2c-8102-0d2558bbd61c,Maria Benton,stevencollins@hotmail.com,Brewermouth,Google Play Store,2535.36,Electronics Purchase,American Express,6.08,0
25f7cfd1-110b-4a48-a26a-850d99863d4c,Kelly Hall,jeffrey01@sutton.com,West Joelview,Nike Store,3248.67,Online Purchase,Visa,87.69,0
3e33b33c-19aa-4691-8bbe-bd94ff2d4e67,Michael Kirk,wfranklin@gmail.com,Port Melissaview,Spotify,4663.07,Bill Payment,Discover,90.51,0
ea4e71da-cc1a-4dd4-bd2e-5fbd5ce8c42a,Zachary Martinez,tcampbell@hotmail.com,New Elizabethfurt,Spotify,691.32,Grocery Shopping,Discover,32.88,0
62bce828-88b5-4087-8fd6-853013a02d0d,Eric Turner,grayjessica@yahoo.com,Ellisbury,McDonald's,919.93,Gym Membership,Discover,3.62,0
8e5db2ef-d27e-4be0-ab39-c23cee91af8a,James Smith,christine73@lopez.com,Jasonton,Tesla Supercharger,308.26,Bill Payment,Visa,32.62,0
e7193a76-cc92-4910-81ac-4a0b9b8071f4,Benjamin Mcdonald,crystal13@holden.biz,Port Jessicashire,Apple Store,3034.3,Gas Station,MasterCard,64.35,0
639aad6e-f437-42ff-b073-cfc9004c1537,Daniel Mack,idavis@hotmail.com,Sherryfurt,Target,3234.65,Bill Payment,Visa,18.15,0
a86923a6-269f-402b-a729-4ad1962a8081,Ruben Watson,carolsimmons@castillo.com,New Ronnieland,Best Buy,3837.75,Gas Station,MasterCard,91.56,0
e8de1fef-ba70-445e-9955-ab6f0a7b784b,Susan Keller,asmith@yahoo.com,New Emilymouth,Adidas Outlet,1983.26,Online Purchase,Discover,83.69,0
6befa741-6399-4dc4-8da6-cdd89e3d85e5,Erica Carrillo,itaylor@chang.net,Macdonaldmouth,Apple Store,3671.17,Grocery Shopping,American Express,77.74,0
a8b899f7-e21e-4b25-94ee-e60fae523d5a,Michael Johnson,john37@gmail.com,New Alexis,Apple Store,1822.73,Clothing Purchase,Visa,44.87,0
053cb069-0544-4bbc-b32a-cb8dae3ce338,Katie Zuniga,awright@nichols.org,Zacharybury,Uber Eats,1205.73,Car Rental,Visa,32.05,0
0f60e78e-e712-43d3-bcb1-9fbefdbc6147,Evan Humphrey,kristincampbell@gmail.com,Gibsonhaven,Starbucks,2860.05,Flight Ticket,MasterCard,49.11,0
a28494ed-2822-4126-9aaa-5b80e886a1fe,Paul Miller,jgarcia@stevens-francis.biz,North Michaelberg,McDonald's,2575.95,Online Purchase,MasterCard,75.24,0
f9a7f790-35c0-4ba3-a26d-558512a996e8,Valerie Atkinson,montgomeryamanda@salas-lamb.com,Bethanyport,Starbucks,1466.21,Bill Payment,MasterCard,44.27,0
709d7cb1-df66-41de-95b0-6f66fa7a259e,Brett Smith,bnash@vega-cox.com,Jenniferborough,Spotify,1542.04,Bill Payment,Visa,1.68,0
1ac0a62a-fa07-44d9-a856-c397935d6b1b,Tammy Simpson,jason63@gmail.com,West Joshuachester,Netflix,310.03,Hotel Booking,MasterCard,67.57,0
dc276f73-721e-45ad-ab58-45f48e0d971f,Matthew Johnson,wolfmeagan@yahoo.com,South Ariel,Spotify,2232.2,Gas Station,Visa,37.51,0
fd649cf5-dcc8-4908-a120-60bfed065794,Adam Adams,joshua02@fleming.org,Port Debrafurt,Google Play Store,4919.67,Electronics Purchase,Discover,46.05,0
bbf2a95a-578f-4503-b1ec-ff569963a752,Thomas Pierce,youngroger@gmail.com,Dwaynefurt,Uber Eats,1515.68,Hotel Booking,Visa,91.4,1
0ebb06d3-2cb1-4bfa-8abc-d3d2fdc79f7c,Nicole Krause,jose09@hotmail.com,Haleport,McDonald's,3609.37,Electronics Purchase,Visa,2.27,0
b27266e9-a9ab-4421-9847-0ff29440ca75,Ashley Jones,roberto34@ashley-ferguson.org,New Michelleview,Amazon,3399.47,Food Delivery,American Express,63.71,0
f9b4a79f-020f-4576-a3c0-b8037f4ff0ae,Robert Jones,linda45@fry.info,Harriston,Google Play Store,1882.36,Gas Station,Discover,29.24,0
9ec686bf-36ba-4189-8185-9a431ac61598,Amy Downs,christophermoore@arnold.net,East Diana,Netflix,1814.61,Gas Station,Discover,38.18,0
47625e53-bd8c-43dc-ace4-7cbeb7ead13e,Kenneth Powell,wendy31@hotmail.com,Kathleenfort,Tesla Supercharger,3226.16,Gym Membership,Visa,79.22,0
19bc7a87-9e8e-43da-bd6e-46427ab36cfd,Edward Chapman,joshua29@snyder.com,North Teresa,Walmart,1118.43,Gas Station,MasterCard,42.02,0
96746dee-ee84-4590-89b0-c52ea8ad7043,Bradley Aguilar,carmensmith@hotmail.com,West Thomas,Amazon,3360.79,Gym Membership,Visa,30.03,0
f573f800-24ec-4669-84c0-c7ec49795a24,Mark Chandler,mariahescobar@walton.com,East Gary,Walmart,4946.43,Online Purchase,MasterCard,57.44,0
cb87c8a1-c587-42a4-8c35-cc3fa9c60f1e,Kim Murphy,thomas96@gmail.com,Port Linda,Tesla Supercharger,1721.17,Bill Payment,Discover,13.68,0
03318d69-188c-49c5-b743-1055c2c8a6bb,Margaret Stewart,wporter@ruiz-kramer.com,Branchview,Best Buy,595.79,Streaming Subscription,Visa,42.63,0
bc9cb31f-e353-424f-b474-affcb96f59d9,Judith Burns,batesjoyce@brooks.com,New Tanya,McDonald's,4859.9,Clothing Purchase,Visa,80.94,0
6191f6b1-bae9-48b4-a99d-30115880a9d0,David Patterson,ronald12@hotmail.com,Lake Lindaport,Google Play Store,1288.52,Hotel Booking,Visa,20.36,0
80e2ad87-2e0d-478c-962e-e8a27ae9534c,Joseph Holloway,fsmith@gmail.com,New Rachel,Nike Store,4628.56,Gym Membership,Visa,37.55,0
312735a2-ffe7-42c8-a76c-effd113f280c,Courtney Fields,jennybrewer@mendez.com,Harrisonville,Amazon,1313.29,Streaming Subscription,MasterCard,32.07,0
a3b4022b-7cd8-4e08-88e3-a735b6f762ca,Karen Taylor,millerkyle@hall-owens.com,Brandonton,Walmart,304.07,Electronics Purchase,American Express,73.01,0
03d06ece-1fc3-4d1c-914c-6351d74de76e,Garrett Forbes,padillakristin@doyle.org,Nancyshire,Apple Store,1947.47,Bill Payment,Visa,28.88,0
656f7b24-3839-4f71-99af-31c380f28c2a,Elizabeth Gordon,ycherry@hotmail.com,Audreyland,Apple Store,3424.42,Grocery Shopping,Discover,58.44,0
1272d46b-b43b-48cb-b7d1-94a165633b5c,Kristy Banks,kimberly94@yahoo.com,Lake Sherryborough,Adidas Outlet,1218.06,Streaming Subscription,Visa,42.48,0
19baf806-fedb-4924-8533-0d63575acf7f,Eddie Martinez,gina88@gmail.com,Lake Monique,Amazon,1837.48,Hotel Booking,American Express,70.75,1
ab0d84e4-581a-40b6-86d0-124a1501ed9e,Madison Miller,olsonnicole@smith-gordon.com,North Jason,Tesla Supercharger,1895.43,Grocery Shopping,American Express,13.12,0
03b816c5-8af3-4227-b32d-667ec4afae85,Stephen Hill,brianhardin@wolfe-jones.info,Kingmouth,Amazon,4704.92,Flight Ticket,Discover,86.05,0
6c16a722-c681-4c64-9958-e37dd1023990,Andrea Mathews,jordanjames@yahoo.com,Michealburgh,PayPal Transfer,2631.1,Flight Ticket,Discover,54.08,0
f3a08142-e8fb-499b-a7a2-a512b196ef10,Brianna Reyes,matthewjacobson@yahoo.com,Kyleside,Best Buy,2895.52,Car Rental,American Express,74.95,0
c857c342-4585-493c-ad43-2901a41cf1ab,Michele Mccarthy,wellsjoseph@wilson.org,Schroederstad,McDonald's,1795.69,Online Purchase,MasterCard,22.46,0
bfb338fe-7e80-4b0c-9711-289c64d311f4,Devin Chan,natasha56@brooks.com,Steventon,McDonald's,665.35,Gas Station,American Express,16.29,0
6359d8da-569b-4426-9880-3f676ec0de03,Jonathan Levy,vwang@yahoo.com,West Brianport,Spotify,2737.48,Car Rental,MasterCard,45.58,0
2ea50e6f-775b-4033-b846-78ff361470b6,Melissa Kim,thomas40@lambert.com,East Adriana,Netflix,3840.34,Electronics Purchase,Visa,30.24,0
c6521fd5-5337-44a7-be28-f2d67c459eb6,Jesse Stevens,ehorton@hawkins.com,Katelynshire,Nike Store,45.35,Bill Payment,Visa,49.36,0
de2051a9-1d2e-43c2-a87b-e1161370b3f2,Jamie Simpson,dsimpson@gmail.com,Jesseville,McDonald's,2790.99,Flight Ticket,Visa,94.15,1
a9c0e572-f056-45ab-be3d-e68961fb376b,Mrs. Deborah Bradley MD,elynch@gmail.com,New Lisaville,Tesla Supercharger,52.63,Online Purchase,American Express,20.24,0
b16d817e-8cff-4b40-8f79-0c81eaa51285,Benjamin Luna,pamelabruce@brown.org,South Jessicaburgh,Walmart,418.41,Food Delivery,American Express,5.26,1
110caca6-56c3-4cd3-8f4a-7d50b8230fc0,Kristin Davis,oramirez@yahoo.com,Kennethmouth,Walmart,4170.89,Bill Payment,Visa,16.87,0
1ccea220-d26f-4404-812c-8fde76e29024,Ryan Thomas MD,freemanchase@edwards.net,Phammouth,Adidas Outlet,2268.54,Car Rental,American Express,96.5,0
760d1e13-a3fa-41f0-831d-128407aa73d8,William Barton,kturner@hamilton.biz,South Josephstad,Google Play Store,501.55,Flight Ticket,Visa,48.99,0
63400be1-1518-42d7-a72d-079de8d2745e,Jeremy Snyder,shannonkim@adams.com,Patriciaborough,Target,974.8,Electronics Purchase,Visa,42.24,0
43773ce6-e019-42e6-b7fb-00c02dc85f8f,Kathy Lambert,whitejustin@giles.org,West Shaneberg,Google Play Store,1488.57,Streaming Subscription,MasterCard,84.04,0
7b55f965-077b-4ddd-906f-1ced2579a689,Robert Wheeler,bbowers@owens-jenkins.com,South Jennifer,Nike Store,4455.32,Hotel Booking,Discover,34.43,0
4e204213-1bdf-48cf-b9a5-d9389bc08632,Matthew Barrera,gina93@berry.com,North Cynthia,Google Play Store,4040.7,Electronics Purchase,MasterCard,64.05,0
e36949b6-bf55-4acb-9bcd-372ef1e254dc,Dawn Pittman,davidalexis@hotmail.com,Marshallland,Apple Store,4041.33,Hotel Booking,MasterCard,60.75,0
5c219aff-4eb5-4638-aef8-6efcbfec9a48,Joshua Pena,angelicawarren@anderson.net,North Robertland,Adidas Outlet,4702.68,Car Rental,American Express,20.75,0
d43fbaba-faa3-4c0f-af7d-2e0bfbaff628,Donna Gonzalez,eclements@yahoo.com,Howardburgh,Spotify,2645.27,Clothing Purchase,MasterCard,31.98,0
23ebc6e7-1fa1-4e11-b6dd-978b0470297f,Karen Burnett,jennifer04@gmail.com,Trevinofurt,Amazon,3342.33,Grocery Shopping,Visa,75.34,1
e24eb176-fab9-4558-b623-5bd2972ff57e,Stephen Olson,hughestroy@gmail.com,South Laurieburgh,Starbucks,3626.02,Bill Payment,Discover,68.77,1
d658044c-0f7f-4823-9330-17e2bb246756,Marie Bates,gerald94@jackson-juarez.org,Scottfort,Spotify,1618.81,Hotel Booking,Visa,41.75,0
c6a1c432-5c79-4146-b101-f499440bbe46,Michele Smith,camposjamie@gmail.com,Maryside,Apple Store,3632.68,Grocery Shopping,MasterCard,55.03,0
d98e214f-95c1-4d5a-933e-bf4b35ad764d,Alex Newton,ksantos@hotmail.com,New Robert,Target,3546.0,Online Purchase,Discover,65.49,0
3e983981-347f-4791-99bf-42dda4e903ae,Heather Martin,lhaley@hotmail.com,Walkerhaven,Starbucks,3842.94,Gym Membership,Discover,29.87,1
afe900c0-c5ac-4c31-ab05-43a7d649d632,David Gray,brandonmcclure@yahoo.com,North Sharonmouth,Netflix,4024.02,Online Purchase,American Express,51.59,0
da6c97ea-619b-474e-910f-da38e54d6ad9,Evan Ford,harrisandrew@hotmail.com,Banksfort,Uber Eats,3157.1,Grocery Shopping,Discover,99.17,0
8caebf4e-7fc9-466b-824d-4a88e46c1e1e,Billy Burke,gabriellafry@campbell.com,Moodyfort,Adidas Outlet,3397.54,Car Rental,Discover,90.73,1
57f7ab24-e81b-494e-9e2f-12f30c7ccd72,Justin Hughes,qmoore@yahoo.com,West Maria,Best Buy,2307.44,Gas Station,Discover,93.07,0
aca7a28a-973b-403c-993a-07b5d1a0b0d6,Andrew Oliver,kiddjulie@green-anderson.com,East Travis,McDonald's,3802.32,Gas Station,MasterCard,77.85,0
f7420314-b6c6-47cd-ab49-cf9fa8e4ff6a,Shane Cameron,wilkinscassidy@hotmail.com,Lake Jonathan,Netflix,3369.35,Streaming Subscription,MasterCard,11.67,0
fcff0ad9-fef0-48eb-9e5b-157b732316d7,Margaret Johnson,blackkathryn@yahoo.com,New Carriechester,Tesla Supercharger,812.82,Electronics Purchase,Discover,10.79,0
ca974005-323d-4516-80dd-4aa2f35f3efd,Cheryl Holland,williamsemma@hotmail.com,North Emilymouth,McDonald's,586.4,Car Rental,Discover,75.8,0
7a43b4e0-8ab3-4f6f-b9e5-c43e707ca996,Veronica Henry,sara89@chapman-beltran.org,North Paulhaven,Amazon,4836.25,Flight Ticket,MasterCard,59.98,0
2e4639f9-b3d7-46b8-918d-3771a856780c,Courtney Cox,zgarcia@yahoo.com,Lake Justinville,Starbucks,3129.54,Grocery Shopping,American Express,87.47,0
9d07ea43-5cfb-4c2f-984d-96d9cc89e127,Kimberly Douglas DDS,melissamclean@hotmail.com,Dunlapfort,Google Play Store,1748.68,Food Delivery,MasterCard,69.19,0
ba9d616a-5ee4-4e97-8f5c-b82c1a556b79,Tonya Ford,brianparrish@campbell-hensley.net,Lake Lisaburgh,Best Buy,2186.59,Streaming Subscription,American Express,8.42,0
3c4c51e3-4f5c-45f4-a352-9e3e9714888b,Joanna Padilla,kara21@brady.com,Bowersfort,Amazon,1439.61,Electronics Purchase,Discover,16.79,0
8b339f04-cc33-4ff6-a6d2-73babd7a3361,Paige Cunningham,floresangela@wright.net,New Janice,McDonald's,4113.52,Streaming Subscription,MasterCard,39.92,0
5ffa6c47-4ff9-4c45-91bf-28752d274518,Joshua Martin,emitchell@thomas-ramirez.info,Amyport,Netflix,1320.55,Bill Payment,American Express,54.07,0
be4590de-9d19-416e-9179-64db594fcee9,Marie Blevins,wallzachary@gmail.com,Dennismouth,PayPal Transfer,150.93,Car Rental,MasterCard,56.36,0
f0806ad2-d86b-4db9-9713-b884702c1a55,Steven Murphy,robertsrichard@gmail.com,Ashleybury,Starbucks,3462.3,Flight Ticket,MasterCard,73.0,0
4f909d4a-c87a-4a9f-b990-e725458a887f,Lindsey Davis,jamesroberts@lopez-evans.com,East Josephfurt,Starbucks,2439.52,Hotel Booking,Visa,83.47,0
4f0c2e60-ec10-4b17-bf2a-b1d21f89afaf,Michael Friedman,jorgepearson@gmail.com,South Julie,Netflix,1354.19,Bill Payment,Discover,11.08,0
f25fad17-5311-437d-8c94-fab287e1dff2,Robert Bryan,baxtermelanie@yahoo.com,Schultzmouth,McDonald's,807.69,Bill Payment,Discover,92.13,0
12e27d1c-678d-4a20-9467-a7dce8f65c7b,Brian Johnson,branchamber@yahoo.com,East Robertmouth,Google Play Store,1697.69,Streaming Subscription,MasterCard,10.61,0
96cae130-da3e-486e-9bbf-a3e2ce1251e0,Brian Huff,ymoore@gmail.com,New Jacobton,McDonald's,4922.86,Gym Membership,Visa,17.1,0
d4e6e06e-43f5-4fe6-b1d3-f320d82e44ba,Mikayla Arnold,robert17@braun.com,North Alexander,Netflix,2989.95,Flight Ticket,MasterCard,39.86,0
e4fd3db9-a430-4ba0-84ba-aa76d069df6d,Scott Oconnell,garrettjoyce@hotmail.com,Westside,Spotify,2830.02,Hotel Booking,Discover,60.54,0
218b62a6-eeb6-4e2c-97a0-4bff5c0568ee,Robin Davis,linda88@gmail.com,Port Brian,Tesla Supercharger,4736.24,Car Rental,Discover,79.88,1
3e16c73b-3779-42a3-a879-53236bda0b15,Jacqueline Hutchinson,pattersonmary@hotmail.com,East Charlesberg,Netflix,549.09,Electronics Purchase,Visa,43.3,0
fda85fb9-c63d-47e2-bfff-321564a19805,Ronald Mullins,daviddunn@yahoo.com,Stephanieberg,Best Buy,1099.72,Grocery Shopping,MasterCard,26.47,0
fd8aff5c-2430-4cf4-b6b3-ba0040561f73,Brooke Rice,abigailthomas@king.com,Yatesmouth,Tesla Supercharger,233.71,Online Purchase,MasterCard,52.24,0
9a4da2a1-b230-434c-9678-72d14471fa3e,Jose Beard,heatherdavis@velazquez.com,Allisonton,Netflix,720.7,Food Delivery,MasterCard,97.0,0
10ef668c-d440-4c07-ace0-7cfa6baf6f7b,Sherri Orozco,tracyhunter@yahoo.com,East Roger,Google Play Store,2278.28,Bill Payment,Visa,24.58,0
f6c8f087-b42d-4d6d-9e2b-c589ae446438,John Moore,hector65@underwood.com,North Felicia,Best Buy,4845.01,Clothing Purchase,Visa,57.71,0
14898b70-94d7-42e4-a062-9b70bdb73f0e,Cynthia Lewis,natashabryant@gmail.com,Phillipsland,Spotify,621.45,Food Delivery,Visa,46.72,0
6dc1013b-1f18-43a0-b446-3100377b9dc9,Tiffany Patton,kylemiddleton@gmail.com,Lisaberg,Amazon,1288.31,Gas Station,MasterCard,50.49,0
b7f80e33-13f6-409b-8ae8-6654f7188388,Dustin Carlson,richard77@yahoo.com,Port Megan,PayPal Transfer,3582.4,Electronics Purchase,MasterCard,60.0,0
a588ab05-f562-48fe-9ca0-34dd47568677,Tracy Riggs,reginawalker@hotmail.com,South Elizabethton,Spotify,1223.18,Streaming Subscription,Visa,83.24,0
c9745d7a-ba36-4f24-aca1-847399efa602,Darryl Cervantes,sarachase@yahoo.com,Evansfurt,Amazon,1596.19,Bill Payment,MasterCard,10.61,0
4c94aad7-c431-430a-9dac-8342b143a744,Jesse Kelly,adamsolomon@williams-lynch.com,Sotoport,Nike Store,2005.36,Gym Membership,American Express,86.43,0
b51be5b2-20aa-4ef7-921e-f2e704d6863b,Sharon Miller,lisa80@yahoo.com,Simstown,Target,4944.83,Flight Ticket,American Express,3.68,1
a18da3f6-89e2-4c7a-b4a9-b1def2a6f10d,Cole Ortega,deborah21@martinez.biz,New Kristy,Uber Eats,4212.33,Hotel Booking,Visa,11.9,0
bbe1dd09-ae53-417a-afbd-73c7d1c47409,Megan Willis MD,brownamanda@golden.net,Briannamouth,Apple Store,665.31,Online Purchase,Discover,4.96,0
14eed944-2629-453d-a1b8-6ddbd48cd43b,Alicia Carter,ccaldwell@gmail.com,Lake Lindsay,Tesla Supercharger,3688.38,Bill Payment,Visa,98.17,0
541badcc-98f3-4d4d-a15b-723727b48ae9,Ashley Benton,sjohnson@hotmail.com,West Jeanettetown,Google Play Store,1490.59,Food Delivery,MasterCard,37.57,0
ba9fefa7-d054-4b65-ba77-3d164db8ae3c,Barbara Edwards,brownlaura@park-woodward.com,Lake Michaelton,Target,408.07,Grocery Shopping,Visa,18.86,0
77729602-0c36-4371-915c-1af789d07236,Aimee Johnson,jonathan69@yahoo.com,Chavezside,Target,2901.31,Electronics Purchase,Visa,8.46,1
486d63bc-f614-41a0-8789-21c834001bda,Mark Simpson,michaeljohnston@brown.info,Blaketon,PayPal Transfer,1480.99,Food Delivery,Discover,10.58,0
1d3c9373-9117-44a0-a014-e1417b96ce6c,Jonathan Gray,williamromero@lee.biz,West Emily,Walmart,1857.27,Grocery Shopping,Visa,63.58,0
a0cdef26-9db8-407c-9022-290905783b89,Amanda Reid,pblair@gmail.com,Grahamland,Best Buy,157.55,Flight Ticket,American Express,56.8,0
0b752406-58b3-4b3d-9c4d-433a2ba5eb25,Emily Jackson,johnsonjessica@yahoo.com,Kennedyton,Spotify,364.24,Gas Station,MasterCard,86.5,0
